Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,Classical Piano Fantasia,,14/8/2018,19:00-20:30,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307507,103.826821,,Contemporary music,Concert,Ohashi Yumeki;  ;  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC); CRISTOFORI Music; Casio,,Japan Creative Centre (JCC),,CRISTOFORI Music; Casio,,
,An evening of laughter – Bilingual Kyogen,,7/9/2018,19:00-20:30,library@esplanade,"8 Raffles Avenue #03-01, Singapore 39802",1.28966,103.85595,,Kyogen,Talk,Shigeyama Doji; Suzuki Minoru;  ;  ;  ;  ;  ;  ;  ,,"Japan Creative Centre (JCC); National University of Singapore (NUS); library@esplanade; Japanese Chamber of Commerce & Industry, Singapore (JCCI)",,Japan Creative Centre (JCC); National University of Singapore (NUS),,library@esplanade,,
,48th Japanese Cultural Festival,,20/10/2018,14:30-16:30,"School of the Arts (SOTA), Concert Hall","1 Zubir Said Drive, Singapore 227968",1.299365,103.848687,,Traditional music; Folk dance,Others,All Japan Osuwa Daiko Association; Okinawa Eisa Dance Troupe;  ;  ;  ;  ;  ;  ;  ,,"The Japanese Cultural Society, Singapore (JCS); JCCI Singapore Foundation",,"The Japanese Cultural Society, Singapore (JCS)",,JCCI Singapore Foundation,,
,STORY TIME: Smile On Everyone's Face!,,25/11/2018,10:30-11:30,"Bishan Public Library, Exhibition Area","5 Bishan Place #01-01, Singapore 579841",1.34983,103.84887,,Kamishibai,Theatre,Mr. Nomarin (Noma Shigeyuki);  ;  ;  ;  ;  ;  ;  ;  ,,"Embassy of Japan in Singapore; Japan Creative Centre (JCC); The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,Japanese Cultural Festival
,STORY TIME: Smile On Everyone's Face!,,25/11/2018,13:00-14:00,"Jurong Regional Library, Basement Stage Area (Children's Section)","21 Jurong East Central 1, Singapore 609732",1.33288,103.73949,,Kamishibai,Theatre,Mr. Nomarin (Noma Shigeyuki);  ;  ;  ;  ;  ;  ;  ;  ,,"Embassy of Japan in Singapore; Japan Creative Centre (JCC); The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,xhe,,12/10/2018,19:00,"Esplanade – Theatres on the Bay, Annexe Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance; Others,Dance,Daniel Kok; Miho Shimizu;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay; Naomi Milgrom Foundation (Australia),,Esplanade – Theatres on the Bay; Naomi Milgrom Foundation (Australia),,National Arts Council (NAC); The Japan Foundation; Kinosaki International Arts Center (KIAC),,Esplanade Presents | da:ns festival
,xhe,,14/10/2018,14:00,"Esplanade – Theatres on the Bay, Annexe Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary dance; Others,Dance,Daniel Kok; Miho Shimizu;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay; Naomi Milgrom Foundation (Australia),,Esplanade – Theatres on the Bay; Naomi Milgrom Foundation (Australia),,National Arts Council (NAC); The Japan Foundation; Kinosaki International Arts Center (KIAC),,Esplanade Presents | da:ns festival
,"The Orange Playground Lab #1: A Collaboration with Theatre GUMBO (Osaka, Japan)",,30/7/2018,,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd, Marine Parade Community Building, Singapore 449282",1.304972,103.909668,,Play,Workshop,Alvin Tan; Bani Haykal; Ghafir Akbar; Gloria Tan Si Lin; Rizman Putra Ahmad Ali; Kayo Tamura; Ryo Nishihara; Nono Miyasaka; Youhei Takenaka,Theatre GUMBO; Theatre GUMBO,The Necessary Stage,,,,,,
,A Takemitsu Season: The Spring Soirée,,14/4/2018,14:00- ,Japan Creative Centre (JCC),"5 Nassim Road,  ,  , Singapore 258372",1.307535,103.826899, ,Classical Music; Contemporary Dance,Concert,Takemitsu Tōru (composer);  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Japan Creative Centre (JCC); Arts Fission; The Philharmonic Orchestra, Singapore (TPO);  ",,"Japan Creative Centre (JCC); Arts Fission; The Philharmonic Orchestra, Singapore (TPO);  ;  ",,,,
,Yosuke Ikeda,,25/5/2018,19:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,Yosuke Ikeda,,25/5/2018,21:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,Yosuke Ikeda,,26/5/2018,15:00,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,Yosuke Ikeda,,26/5/2018,17:00,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,Yosuke Ikeda,,26/5/2018,19:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,Yosuke Ikeda,,26/5/2018,21:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Theatre,Yosuke Ikeda;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Flipside
,bohemianvoodoo,,29/4/2018,20:15,Empress Lawn,"1 Empress Place, Singapore 179555",1.28757,103.85141,,Jazz,Concert,bohemianvoodoo;  ;  ;  ;  ;  ;  ;  ;  ,,"Arts House Limited (AHL); National Arts Council (NAC); Goethe-Institut Singapur; JW Marriott; Penfolds; German Federal Foreign Office; Ambassade de France à Singapour; Institut Français de Singapour; Arts South Australia; Steward's Solution; Universal Displays Pte Ltd; Ministry of Culture, Community and Youth (MCCY); Cultural Matching Fund (CMF)",,Arts House Limited (AHL),,National Arts Council (NAC); Goethe-Institut Singapur; JW Marriott; Penfolds; German Federal Foreign Office; Ambassade de France à Singapour; Institut Français de Singapour; Arts South Australia; Steward's Solution; Universal Displays Pte Ltd,,Esplanade Presents | Mosaic Music Series
,Esplanade Presents | A Tapestry of Sacred Music - A Iwami Kagura: Heroes and Demons,,19/4/2019,21:30-22:15,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Kagura,Theatre,Hamada Iwami Kagura Association (Japan);  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); ZEISS,,The Esplanade Co Ltd (TECL),,ZEISS,,
,Esplanade Presents | A Tapestry of Sacred Music - A Iwami Kagura: Heroes and Demons,,20/4/2019,18:30-19:15,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Kagura,Theatre,Hamada Iwami Kagura Association (Japan);  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); ZEISS,,The Esplanade Co Ltd (TECL),,ZEISS,,Esplanade Presents | A Tapestry of Sacred Music
,Esplanade Presents | A Tapestry of Sacred Music - Iwami Kagura: Slaying of the Eight-Headed Serpent,,20/4/2019,21:30-22:15,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Kagura,Theatre,Hamada Iwami Kagura Association (Japan);  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); ZEISS,,The Esplanade Co Ltd (TECL),,ZEISS,,Esplanade Presents | A Tapestry of Sacred Music
,Esplanade Presents | A Tapestry of Sacred Music - Iwami Kagura: Slaying of the Eight-Headed Serpent,,21/4/2019,18:30-19:15,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Kagura,Theatre,Hamada Iwami Kagura Association (Japan);  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); ZEISS,,The Esplanade Co Ltd (TECL),,ZEISS,,Esplanade Presents | A Tapestry of Sacred Music
,Ryuichi Sakamoto - Fragmentswith Shiro Takatani (Japan),,28/5/2019,20:00-21:15,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Contemporary Music,Concert,Sakamoto Ryuichi; Shiro Takatani;  ;  ;  ;  ;  ;  ;  ,,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan; Yamaha",,Arts House Limited (AHL);  ;  ;  ;  ,,"Agency for Cultural Affairs, Government of Japan; Yamaha",,Singapore International Festival of Arts (SIFA) (2012-present)
,Rendezvous with Nihon Buyo,,2/6/2019,14:30-16:15,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,,Nihon Buyo,Dance,International Culture Exchange Association TEN (Japan); Reitoku kai (Singapore);  ;  ;  ;  ;  ;  ;  ,国際文化交流会TEN; 麗徳会 日本舞踊教室; 国際文化交流会TEN; 麗徳会 日本舞踊教室,,,,,,,Singapore International Festival of Arts (SIFA) (2012-present)
,Kyogen Workshop by Shigeyama Sennojo,,5/9/2019,19:30,"Yale-NUS College, Black Box Theatre","18 College Avenue West, Singapore 138528",1.307684,103.772485,,Kyogen,Workshop,Shigeyama Sennojo; Yamashita Moriyuki;  ;  ;  ;  ;  ;  ;  ,,,,,, ;  ;  ,,
,An Evening of Kyogen Performance by Shigeyama Sennojo and company,,6/9/2019,19:30,"The Arts House, Play Den","1 Old Parliament Lane, Singapore 179429",1.289195,103.851673,,Kyogen,Theatre,Shigeyama Sennojo; Iguchi Tatsuya; Yamashita Moriyuki;  ;  ;  ;  ;  ;  ,,"Department of Japanese Studies, National University of Singapore (NUS); JCCI Singapore Foundation; Mitsui-NUS Japanese Studies in SEA Endowment Fund; Yale-NUS College",,"Department of Japanese Studies, National University of Singapore (NUS)",,JCCI Singapore Foundation; Mitsui-NUS Japanese Studies in SEA Endowment Fund; Yale-NUS College,,
,An Evening of Kyogen Performance by Shigeyama Sennojo and company,,7/9/2019,19:30,"Yale-NUS College, Black Box Theatre","18 College Avenue West, Singapore 138528",1.307684,103.772485,,Kyogen,Theatre,Shigeyama Sennojo; Iguchi Tatsuya; Yamashita Moriyuki;  ;  ;  ;  ;  ;  ,,"Department of Japanese Studies, National University of Singapore (NUS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); Mitsui-NUS Japanese Studies in SEA Endowment Fund; Yale-NUS College",,"Department of Japanese Studies, National University of Singapore (NUS)",,JCCI Singapore Foundation; Mitsui-NUS Japanese Studies in SEA Endowment Fund; Yale-NUS College,,
,Message from the Staves,,19/10/2019,17:00,"School of the Arts (SOTA), Concert Hall","1 Zubir Said Drive, School of the Arts Singapore (SOTA), Singapore 227968", ,,,Classical music,Concert, ;  ;  ;  ;  ;  ;  ;  ;  ,,,,,,,,
,Kamishibai: It's Story Time!,,24/11/2019,12:00,"Jurong Regional Library, Basement Stage Area (Children's Section)","21 Jurong East Central 1, Singapore 609732",1.333029,103.740037,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki);  ;  ;  ;  ;  ;  ;  ;  ,,"The Japanese Association, Singapore (JAS); Japan Creative Centre (JCC); National Library Board (NLB)",,,,,, 
,Kamishibai: It's Story Time!,,24/11/2019,15:00,"Jurong West Public Library, Programme Zone","60 Jurong West Central 3, #01-03, Singapore 648346",1.340536,103.705136,,Kamishibai,Theatre,Nomarin (Noma Shigeyuki);  ;  ;  ;  ;  ;  ;  ;  ,,"The Japanese Association, Singapore (JAS); Japan Creative Centre (JCC); National Library Board (NLB)",,,,,,
,Bunraku Mini-Theatre: A Lecture & Demonstration on Bunraku,,22/10/2019,,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307535,103.826899,,Bunraku / Joruri,Theatre,Yoshida Minoshiro (lead puppeteer); Takemoto Hirotayu (narrator); Tsurusawa Tomonosuke (shamisen); Mr Tsurusawa Enjiro (shamisen);  ;  ;  ;  ,,Japan Creative Centre (JCC),,,,,,
,Histoire Raconté – Storytelling with live musicand visual presentation,,25/9/2019,19:00,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,,Bunraku / Joruri,Theatre,Kurimoto Tomoyo; Miyakawa Mayumi (conductor/pianist); Minami (bamboo flute player);  ;  ;  ;  ;  ;  ,,"Japan Creative Centre (JCC); Research Institute for Culture, Energy and Life (CEL), Osaka Gas",,,,,,
,Histoire Raconté – Storytelling with live musicand visual presentation,,26/9/2019,18:30,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307535,103.826899,,Bunraku / Joruri,Theatre, ;  ;  ;  ;  ;  ;  ;  ;  ,,"Japan Creative Centre (JCC); Research Institute for Culture, Energy and Life (CEL), Osaka Gas",,,,,,
,Dionysus,,17/5/2019,20:00-21:15,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Suzuki Company of Toga (Japan); Purnati Indonesia (Indonesia);  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan",,Arts House Limited (AHL); Japan Foundation Asia Center; Suzuki Company of Toga; Purnati Indonesia;  ,,"Agency for Cultural Affairs, Government of Japan;  ;  ",,Esplanade Presents | A Tapestry of Sacred Music
,Dionysus,,18/5/2019,15:00-16:15,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Suzuki Company of Toga (Japan); Purnati Indonesia (Indonesia);  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan",,Arts House Limited (AHL); Japan Foundation Asia Center; Suzuki Company of Toga; Purnati Indonesia;  ,,"Agency for Cultural Affairs, Government of Japan;  ;  ",,Singapore International Festival of Arts (SIFA) (2012-present)
,Dionysus,,18/5/2019,20:00-21:15,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Suzuki Company of Toga (Japan); Purnati Indonesia (Indonesia);  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan",,Arts House Limited (AHL); Japan Foundation Asia Center; Suzuki Company of Toga; Purnati Indonesia;  ,,"Agency for Cultural Affairs, Government of Japan;  ;  ",,Singapore International Festival of Arts (SIFA) (2012-present)
,ST/LL,,24/5/2019,20:00-21:15,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Others,Theatre,Shiro Takatani; Dumb Type;  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan",,Arts House Limited (AHL);  ;  ;  ;  ,,"Agency for Cultural Affairs, Government of Japan;  ;  ",,Singapore International Festival of Arts (SIFA) (2012-present)
,ST/LL,,25/5/2019,20:00-21:15,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Others,Theatre,Shiro Takatani; Dumb Type;  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan",,Arts House Limited (AHL);  ;  ;  ;  ,,"Agency for Cultural Affairs, Government of Japan;  ;  ",,Singapore International Festival of Arts (SIFA) (2012-present)
,Akiko Suwanai Plays Mozart: A Violin to Cherish,,28/11/2019,19:30- ,"Victoria Theatre & Concert Hall, Victoria Concert Hall","11 Empress Place, #01-02,  , Singapore 179558",1.288585,103.851778, ,Classical Music,Concert,Suwanai Akiko;  ;  ;  ;  ;  ;  ;  ;  ,諏訪内 晶子; 諏訪内 晶子;  ,Singapore Symphony Orchestra (SSO),, ;  ;  ;  ;  ,, ;  ;  ,,
,Akiko Suwanai Plays Mozart: A Violin to Cherish,,29/11/2019,19:30- ,"Victoria Theatre & Concert Hall, Victoria Concert Hall","11 Empress Place, #01-02,  , Singapore 179558",1.288585,103.851778, ,Classical Music,Concert,Suwanai Akiko;  ;  ;  ;  ;  ;  ;  ;  ,諏訪内 晶子; 諏訪内 晶子;  ,Singapore Symphony Orchestra (SSO),, ;  ;  ;  ;  ,, ;  ;  ,, 
,FULL OUT!,,15/10/2019,20:00- ,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Street dance,Dance,s**t kingz (Japan); GRV (USA); IP LOCKERS (Taiwan); Nelson Ewande (France); Fabulous Sisters (Japan); Stoney X Junglebeats (Singapore);  ;  , ;  ;  ,Esplanade – Theatres on the Bay,, ;  ;  ;  ;  ,, ;  ;  ,, 
,FULL OUT!,,16/10/2019,20:00- ,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Street dance,Dance,s**t kingz (Japan); GRV (USA); IP LOCKERS (Taiwan); Nelson Ewande (France); Fabulous Sisters (Japan); Stoney X Junglebeats (Singapore);  ;  , ;  ;  ,Esplanade – Theatres on the Bay,, ;  ;  ;  ;  ,, ;  ;  ,,Esplanade Presents | da:ns festival
,Moja,,25/8/2019,17:50,"Esplanade – Theatres on the Bay, Annexe Studio","2 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Rock,Concert,Moja;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,Burger King; Fred Perry; Bandwagon,,Esplanade Presents | da:ns festival
,Moja,,25/8/2019,23:30,"Esplanade – Theatres on the Bay, Annexe Studio","2 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Rock,Concert,Moja;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,Burger King; Fred Perry; Bandwagon,,Esplanade Presents | Baybeats
,Sundays & Cybele,,23/8/2019,22:20,"Esplanade – Theatres on the Bay, Forecourt Garden","8 Raffles Avenue, Singapore 39802",1.290149,103.854887,,Rock,Concert,Sundays & Cybele;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay,,,,Burger King; Fred Perry; Bandwagon,,Esplanade Presents | Baybeats
,100 Keyboards,,17/5/2019,20:00,"The Arts House, Gallery II","1 Old Parliament Lane, Singapore 179429",1.288625,103.851143,,Contemporary music,Concert,ASUNA;  ;  ;  ;  ;  ;  ;  ;  ,,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan; Institut Français de Singapour; Arts Council of New Zealand Toi Aotearoa; High Commission of Canada; Goethe-Institut Singapur; U.S. Embassy Singapore; JW Marriott; Agility Fairs & Events Logistics; JCDecaux; Penfolds; German Federal Foreign Office; Embassy of Switzerland in Singapore; Universal Displays Pte Ltd; Yamaha; National Arts Council (NAC); Cultural Matching Fund (CMF); Ministry of Culture, Community and Youth (MCCY); Singapore Tourism Board (STB); Passion Made Possible",,Arts House Limited (AHL),,,,Singapore International Festival of Arts (SIFA) (2012-present)
,100 Keyboards,,18/5/2019,19:00,"The Arts House, Gallery II","1 Old Parliament Lane, Singapore 179429",1.288625,103.851143,,Contemporary music,Concert,ASUNA;  ;  ;  ;  ;  ;  ;  ;  ,,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan; Institut Français de Singapour; Arts Council of New Zealand Toi Aotearoa; High Commission of Canada; Goethe-Institut Singapur; U.S. Embassy Singapore; JW Marriott; Agility Fairs & Events Logistics; JCDecaux; Penfolds; German Federal Foreign Office; Embassy of Switzerland in Singapore; Universal Displays Pte Ltd; Yamaha; National Arts Council (NAC); Cultural Matching Fund (CMF); Ministry of Culture, Community and Youth (MCCY); Singapore Tourism Board (STB); Passion Made Possible",,Arts House Limited (AHL),,,,Singapore International Festival of Arts (SIFA) (2012-present)
,100 Keyboards,,19/5/2019,22:00,"The Arts House, Gallery II","1 Old Parliament Lane, Singapore 179429",1.288625,103.851143,,Contemporary music,Concert,ASUNA;  ;  ;  ;  ;  ;  ;  ;  ,,"Arts House Limited (AHL); Agency for Cultural Affairs, Government of Japan; Institut Français de Singapour; Arts Council of New Zealand Toi Aotearoa; High Commission of Canada; Goethe-Institut Singapur; U.S. Embassy Singapore; JW Marriott; Agility Fairs & Events Logistics; JCDecaux; Penfolds; German Federal Foreign Office; Embassy of Switzerland in Singapore; Universal Displays Pte Ltd; Yamaha; National Arts Council (NAC); Cultural Matching Fund (CMF); Ministry of Culture, Community and Youth (MCCY); Singapore Tourism Board (STB); Passion Made Possible",,Arts House Limited (AHL),,,,Singapore International Festival of Arts (SIFA) (2012-present)
